size,lang,task,instruction_models,gamma_instr,gamma_pref,dev_accuracy,test_accuracy
1B,en,CA,BC_CB,0.8,0.3,323,
1B,en,CA,BC_CB,0.8,0.4,331,
1B,en,CA,BC_CB,0.8,0.5,333,
1B,hi,AB,BC_CB,0.3,0.3,274,
1B,hi,AB,BC_CB,0.3,0.6,217,
1B,hi,AB,BC_CB,0.3,0.8999999999999999,178,
1B,hi,AB,BC_CB,0.3,1.2,96,
1B,hi,AB,BC_CB,0.3,1.5,19,
1B,hi,AB,BC_CB,0.3,1.8,6,
1B,hi,AB,BC_CB,0.6,0.3,303,
1B,hi,AB,BC_CB,0.6,0.6,313,
1B,hi,AB,BC_CB,0.6,0.8999999999999999,214,
1B,hi,AB,BC_CB,0.6,1.2,188,
1B,hi,AB,BC_CB,0.6,1.5,77,
1B,hi,AB,BC_CB,0.6,1.8,9,
1B,hi,AB,BC_CB,0.8999999999999999,0.3,246,
1B,hi,AB,BC_CB,0.8999999999999999,0.6,271,
1B,hi,AB,BC_CB,0.8999999999999999,0.8999999999999999,278,
1B,hi,AB,BC_CB,0.8999999999999999,1.2,267,
1B,hi,AB,BC_CB,0.8999999999999999,1.5,161,
1B,hi,AB,BC_CB,0.8999999999999999,1.8,27,
1B,hi,AB,BC_CB,1.2,0.3,189,
1B,hi,AB,BC_CB,1.2,0.6,218,
1B,hi,AB,BC_CB,1.2,0.8999999999999999,248,
1B,hi,AB,BC_CB,1.2,1.2,275,
1B,hi,AB,BC_CB,1.2,1.5,284,
1B,hi,AB,BC_CB,1.2,1.8,255,
1B,hi,AB,BC_CB,1.5,0.3,144,
1B,hi,AB,BC_CB,1.5,0.6,170,
1B,hi,AB,BC_CB,1.5,0.8999999999999999,205,
1B,hi,AB,BC_CB,1.5,1.2,251,
1B,hi,AB,BC_CB,1.5,1.5,271,
1B,hi,AB,BC_CB,1.5,1.8,247,
1B,hi,AB,BC_CB,1.8,0.3,129,
1B,hi,AB,BC_CB,1.8,0.6,144,
1B,hi,AB,BC_CB,1.8,0.8999999999999999,196,
1B,hi,AB,BC_CB,1.8,1.2,220,
1B,hi,AB,BC_CB,1.8,1.5,251,
1B,hi,AB,BC_CB,1.8,1.8,238,
1B,hi,AB,BC_CB,2.1,0.3,141,
1B,hi,AB,BC_CB,2.1,0.6,150,
1B,hi,AB,BC_CB,2.1,0.8999999999999999,188,
1B,hi,AB,BC_CB,2.1,1.2,221,
1B,hi,AB,BC_CB,2.1,1.5,246,
1B,hi,AB,BC_CB,2.1,1.8,235,
1B,hi,AB,BC_CB,2.4,0.3,167,
1B,hi,AB,BC_CB,2.4,0.6,181,
1B,hi,AB,BC_CB,2.4,0.8999999999999999,205,
1B,hi,AB,BC_CB,2.4,1.2,228,
1B,hi,AB,BC_CB,2.4,1.5,250,
1B,hi,AB,BC_CB,2.4,1.8,241,
1B,hi,AB,BC_CB,2.7,0.3,180,
1B,hi,AB,BC_CB,2.7,0.6,201,
1B,hi,AB,BC_CB,2.7,0.8999999999999999,221,
1B,hi,AB,BC_CB,2.7,1.2,234,
1B,hi,AB,BC_CB,2.7,1.5,244,
1B,hi,AB,BC_CB,2.7,1.8,247,
1B,hi,AB,BC_CB,3.0,0.3,198,
1B,hi,AB,BC_CB,3.0,0.6,210,
1B,hi,AB,BC_CB,3.0,0.8999999999999999,227,
1B,hi,AB,BC_CB,3.0,1.2,236,
1B,hi,AB,BC_CB,3.0,1.5,242,
1B,hi,AB,BC_CB,3.0,1.8,245,
1B,hi,AB,BC_CB,0.3999999999999999,0.3999999999999999,316,
1B,hi,AB,BC_CB,0.3999999999999999,0.5,265,
1B,hi,AB,BC_CB,0.3999999999999999,0.6000000000000001,241,
1B,hi,AB,BC_CB,0.3999999999999999,0.7000000000000001,216,
1B,hi,AB,BC_CB,0.3999999999999999,0.8,205,
1B,hi,AB,BC_CB,0.5,0.3999999999999999,325,
1B,hi,AB,BC_CB,0.5,0.5,326,317.0
1B,hi,AB,BC_CB,0.5,0.6000000000000001,311,
1B,hi,AB,BC_CB,0.5,0.7000000000000001,246,
1B,hi,AB,BC_CB,0.5,0.8,213,
1B,hi,AB,BC_CB,0.6000000000000001,0.3999999999999999,315,
1B,hi,AB,BC_CB,0.6000000000000001,0.5,318,
1B,hi,AB,BC_CB,0.6000000000000001,0.6000000000000001,313,
1B,hi,AB,BC_CB,0.6000000000000001,0.7000000000000001,309,
1B,hi,AB,BC_CB,0.6000000000000001,0.8,285,
1B,hi,AB,BC_CB,0.7000000000000001,0.3999999999999999,293,
1B,hi,AB,BC_CB,0.7000000000000001,0.5,302,
1B,hi,AB,BC_CB,0.7000000000000001,0.6000000000000001,298,
1B,hi,AB,BC_CB,0.7000000000000001,0.7000000000000001,303,
1B,hi,AB,BC_CB,0.7000000000000001,0.8,302,
1B,hi,AB,BC_CB,0.8,0.3999999999999999,277,
1B,hi,AB,BC_CB,0.8,0.5,286,
1B,hi,AB,BC_CB,0.8,0.6000000000000001,289,
1B,hi,AB,BC_CB,0.8,0.7000000000000001,285,
1B,hi,AB,BC_CB,0.8,0.8,292,
1B,hi,AB,CA_AC,0.3,0.3,263,
1B,hi,AB,CA_AC,0.3,0.6,224,
1B,hi,AB,CA_AC,0.3,0.8999999999999999,200,
1B,hi,AB,CA_AC,0.3,1.2,172,
1B,hi,AB,CA_AC,0.3,1.5,134,
1B,hi,AB,CA_AC,0.3,1.8,47,
1B,hi,AB,CA_AC,0.6,0.3,233,
1B,hi,AB,CA_AC,0.6,0.6,213,
1B,hi,AB,CA_AC,0.6,0.8999999999999999,223,
1B,hi,AB,CA_AC,0.6,1.2,193,
1B,hi,AB,CA_AC,0.6,1.5,158,
1B,hi,AB,CA_AC,0.6,1.8,37,
1B,hi,AB,CA_AC,0.8999999999999999,0.3,212,
1B,hi,AB,CA_AC,0.8999999999999999,0.6,178,
1B,hi,AB,CA_AC,0.8999999999999999,0.8999999999999999,197,
1B,hi,AB,CA_AC,0.8999999999999999,1.2,221,
1B,hi,AB,CA_AC,0.8999999999999999,1.5,82,
1B,hi,AB,CA_AC,0.8999999999999999,1.8,25,
1B,hi,AB,CA_AC,1.2,0.3,215,
1B,hi,AB,CA_AC,1.2,0.6,173,
1B,hi,AB,CA_AC,1.2,0.8999999999999999,174,
1B,hi,AB,CA_AC,1.2,1.2,208,
1B,hi,AB,CA_AC,1.2,1.5,216,
1B,hi,AB,CA_AC,1.2,1.8,153,
1B,hi,AB,CA_AC,1.5,0.3,225,
1B,hi,AB,CA_AC,1.5,0.6,198,
1B,hi,AB,CA_AC,1.5,0.8999999999999999,177,
1B,hi,AB,CA_AC,1.5,1.2,191,
1B,hi,AB,CA_AC,1.5,1.5,207,
1B,hi,AB,CA_AC,1.5,1.8,213,
1B,hi,AB,CA_AC,1.8,0.3,253,
1B,hi,AB,CA_AC,1.8,0.6,226,
1B,hi,AB,CA_AC,1.8,0.8999999999999999,202,
1B,hi,AB,CA_AC,1.8,1.2,202,
1B,hi,AB,CA_AC,1.8,1.5,209,
1B,hi,AB,CA_AC,1.8,1.8,204,
1B,hi,AB,CA_AC,2.1,0.3,253,
1B,hi,AB,CA_AC,2.1,0.6,233,
1B,hi,AB,CA_AC,2.1,0.8999999999999999,214,
1B,hi,AB,CA_AC,2.1,1.2,210,
1B,hi,AB,CA_AC,2.1,1.5,205,
1B,hi,AB,CA_AC,2.1,1.8,205,
1B,hi,AB,CA_AC,2.4,0.3,248,
1B,hi,AB,CA_AC,2.4,0.6,239,
1B,hi,AB,CA_AC,2.4,0.8999999999999999,217,
1B,hi,AB,CA_AC,2.4,1.2,214,
1B,hi,AB,CA_AC,2.4,1.5,209,
1B,hi,AB,CA_AC,2.4,1.8,214,
1B,hi,AB,CA_AC,2.7,0.3,266,
1B,hi,AB,CA_AC,2.7,0.6,249,
1B,hi,AB,CA_AC,2.7,0.8999999999999999,233,
1B,hi,AB,CA_AC,2.7,1.2,218,
1B,hi,AB,CA_AC,2.7,1.5,214,
1B,hi,AB,CA_AC,2.7,1.8,208,
1B,hi,AB,CA_AC,3.0,0.3,276,
1B,hi,AB,CA_AC,3.0,0.6,265,
1B,hi,AB,CA_AC,3.0,0.8999999999999999,231,
1B,hi,AB,CA_AC,3.0,1.2,226,
1B,hi,AB,CA_AC,3.0,1.5,225,
1B,hi,AB,CA_AC,3.0,1.8,163,
1B,hi,AB,CA_AC,2.7999999999999994,0.0999999999999999,264,
1B,hi,AB,CA_AC,2.7999999999999994,0.1999999999999999,267,
1B,hi,AB,CA_AC,2.7999999999999994,0.3,270,
1B,hi,AB,CA_AC,2.7999999999999994,0.4,261,
1B,hi,AB,CA_AC,2.7999999999999994,0.5,258,
1B,hi,AB,CA_AC,2.8999999999999995,0.0999999999999999,268,
1B,hi,AB,CA_AC,2.8999999999999995,0.1999999999999999,275,
1B,hi,AB,CA_AC,2.8999999999999995,0.3,274,
1B,hi,AB,CA_AC,2.8999999999999995,0.4,265,
1B,hi,AB,CA_AC,2.8999999999999995,0.5,264,
1B,hi,AB,CA_AC,3.0,0.0999999999999999,271,
1B,hi,AB,CA_AC,3.0,0.1999999999999999,280,281.0
1B,hi,AB,CA_AC,3.0,0.3,276,
1B,hi,AB,CA_AC,3.0,0.4,267,
1B,hi,AB,CA_AC,3.0,0.5,267,
1B,hi,AB,CA_AC,3.1,0.0999999999999999,274,
1B,hi,AB,CA_AC,3.1,0.1999999999999999,278,
1B,hi,AB,CA_AC,3.1,0.3,278,
1B,hi,AB,CA_AC,3.1,0.4,264,
1B,hi,AB,CA_AC,3.1,0.5,265,
1B,hi,AB,CA_AC,3.2,0.0999999999999999,273,
1B,hi,AB,CA_AC,3.2,0.1999999999999999,274,
1B,hi,AB,CA_AC,3.2,0.3,272,
1B,hi,AB,CA_AC,3.2,0.4,266,
1B,hi,AB,CA_AC,3.2,0.5,256,
1B,hi,BC,CA_AC,0.3,0.3,226,
1B,hi,BC,CA_AC,0.3,0.6,189,
1B,hi,BC,CA_AC,0.3,0.8999999999999999,117,
1B,hi,BC,CA_AC,0.3,1.2,42,
1B,hi,BC,CA_AC,0.3,1.5,26,
1B,hi,BC,CA_AC,0.3,1.8,5,
1B,hi,BC,CA_AC,0.6,0.3,146,
1B,hi,BC,CA_AC,0.6,0.6,175,
1B,hi,BC,CA_AC,0.6,0.8999999999999999,181,
1B,hi,BC,CA_AC,0.6,1.2,67,
1B,hi,BC,CA_AC,0.6,1.5,22,
1B,hi,BC,CA_AC,0.6,1.8,17,
1B,hi,BC,CA_AC,0.8999999999999999,0.3,86,
1B,hi,BC,CA_AC,0.8999999999999999,0.6,130,
1B,hi,BC,CA_AC,0.8999999999999999,0.8999999999999999,183,
1B,hi,BC,CA_AC,0.8999999999999999,1.2,183,
1B,hi,BC,CA_AC,0.8999999999999999,1.5,8,
1B,hi,BC,CA_AC,0.8999999999999999,1.8,26,
1B,hi,BC,CA_AC,1.2,0.3,63,
1B,hi,BC,CA_AC,1.2,0.6,93,
1B,hi,BC,CA_AC,1.2,0.8999999999999999,165,
1B,hi,BC,CA_AC,1.2,1.2,189,
1B,hi,BC,CA_AC,1.2,1.5,189,
1B,hi,BC,CA_AC,1.2,1.8,28,
1B,hi,BC,CA_AC,1.5,0.3,79,
1B,hi,BC,CA_AC,1.5,0.6,77,
1B,hi,BC,CA_AC,1.5,0.8999999999999999,145,
1B,hi,BC,CA_AC,1.5,1.2,188,
1B,hi,BC,CA_AC,1.5,1.5,189,
1B,hi,BC,CA_AC,1.5,1.8,189,
1B,hi,BC,CA_AC,1.8,0.3,127,
1B,hi,BC,CA_AC,1.8,0.6,99,
1B,hi,BC,CA_AC,1.8,0.8999999999999999,149,
1B,hi,BC,CA_AC,1.8,1.2,189,
1B,hi,BC,CA_AC,1.8,1.5,189,
1B,hi,BC,CA_AC,1.8,1.8,189,
1B,hi,BC,CA_AC,2.1,0.3,187,
1B,hi,BC,CA_AC,2.1,0.6,147,
1B,hi,BC,CA_AC,2.1,0.8999999999999999,168,
1B,hi,BC,CA_AC,2.1,1.2,189,
1B,hi,BC,CA_AC,2.1,1.5,189,
1B,hi,BC,CA_AC,2.1,1.8,189,
1B,hi,BC,CA_AC,2.4,0.3,214,
1B,hi,BC,CA_AC,2.4,0.6,182,
1B,hi,BC,CA_AC,2.4,0.8999999999999999,187,
1B,hi,BC,CA_AC,2.4,1.2,189,
1B,hi,BC,CA_AC,2.4,1.5,189,
1B,hi,BC,CA_AC,2.4,1.8,189,
1B,hi,BC,CA_AC,2.7,0.3,221,
1B,hi,BC,CA_AC,2.7,0.6,189,
1B,hi,BC,CA_AC,2.7,0.8999999999999999,189,
1B,hi,BC,CA_AC,2.7,1.2,189,
1B,hi,BC,CA_AC,2.7,1.5,189,
1B,hi,BC,CA_AC,2.7,1.8,189,
1B,hi,BC,CA_AC,3.0,0.3,222,
1B,hi,BC,CA_AC,3.0,0.6,189,
1B,hi,BC,CA_AC,3.0,0.8999999999999999,189,
1B,hi,BC,CA_AC,3.0,1.2,189,
1B,hi,BC,CA_AC,3.0,1.5,189,
1B,hi,BC,CA_AC,3.0,1.8,182,
1B,hi,BC,CA_AC,0.0999999999999999,0.0999999999999999,194,
1B,hi,BC,CA_AC,0.0999999999999999,0.1999999999999999,198,
1B,hi,BC,CA_AC,0.0999999999999999,0.3,195,
1B,hi,BC,CA_AC,0.0999999999999999,0.4,193,
1B,hi,BC,CA_AC,0.0999999999999999,0.5,168,
1B,hi,BC,CA_AC,0.1999999999999999,0.0999999999999999,234,
1B,hi,BC,CA_AC,0.1999999999999999,0.1999999999999999,224,
1B,hi,BC,CA_AC,0.1999999999999999,0.3,211,
1B,hi,BC,CA_AC,0.1999999999999999,0.4,197,
1B,hi,BC,CA_AC,0.1999999999999999,0.5,189,
1B,hi,BC,CA_AC,0.3,0.0999999999999999,262,246.0
1B,hi,BC,CA_AC,0.3,0.1999999999999999,250,
1B,hi,BC,CA_AC,0.3,0.3,226,
1B,hi,BC,CA_AC,0.3,0.4,195,
1B,hi,BC,CA_AC,0.3,0.5,187,
1B,hi,BC,CA_AC,0.4,0.0999999999999999,250,
1B,hi,BC,CA_AC,0.4,0.1999999999999999,229,
1B,hi,BC,CA_AC,0.4,0.3,196,
1B,hi,BC,CA_AC,0.4,0.4,183,
1B,hi,BC,CA_AC,0.4,0.5,180,
1B,hi,BC,CA_AC,0.5,0.0999999999999999,213,
1B,hi,BC,CA_AC,0.5,0.1999999999999999,203,
1B,hi,BC,CA_AC,0.5,0.3,170,
1B,hi,BC,CA_AC,0.5,0.4,160,
1B,hi,BC,CA_AC,0.5,0.5,177,
1B,hi,BC,AB_BA,0.3,0.3,316,
1B,hi,BC,AB_BA,0.3,0.6,332,
1B,hi,BC,AB_BA,0.3,0.8999999999999999,236,
1B,hi,BC,AB_BA,0.3,1.2,5,
1B,hi,BC,AB_BA,0.3,1.5,2,
1B,hi,BC,AB_BA,0.3,1.8,1,
1B,hi,BC,AB_BA,0.6,0.3,367,
1B,hi,BC,AB_BA,0.6,0.6,381,
1B,hi,BC,AB_BA,0.6,0.8999999999999999,294,
1B,hi,BC,AB_BA,0.6,1.2,221,
1B,hi,BC,AB_BA,0.6,1.5,71,
1B,hi,BC,AB_BA,0.6,1.8,15,
1B,hi,BC,AB_BA,0.8999999999999999,0.3,373,
1B,hi,BC,AB_BA,0.8999999999999999,0.6,380,
1B,hi,BC,AB_BA,0.8999999999999999,0.8999999999999999,381,
1B,hi,BC,AB_BA,0.8999999999999999,1.2,375,
1B,hi,BC,AB_BA,0.8999999999999999,1.5,146,
1B,hi,BC,AB_BA,0.8999999999999999,1.8,69,
1B,hi,BC,AB_BA,1.2,0.3,347,
1B,hi,BC,AB_BA,1.2,0.6,384,
1B,hi,BC,AB_BA,1.2,0.8999999999999999,377,
1B,hi,BC,AB_BA,1.2,1.2,376,
1B,hi,BC,AB_BA,1.2,1.5,325,
1B,hi,BC,AB_BA,1.2,1.8,132,
1B,hi,BC,AB_BA,1.5,0.3,278,
1B,hi,BC,AB_BA,1.5,0.6,375,
1B,hi,BC,AB_BA,1.5,0.8999999999999999,371,
1B,hi,BC,AB_BA,1.5,1.2,370,
1B,hi,BC,AB_BA,1.5,1.5,318,
1B,hi,BC,AB_BA,1.5,1.8,235,
1B,hi,BC,AB_BA,1.8,0.3,209,
1B,hi,BC,AB_BA,1.8,0.6,342,
1B,hi,BC,AB_BA,1.8,0.8999999999999999,368,
1B,hi,BC,AB_BA,1.8,1.2,347,
1B,hi,BC,AB_BA,1.8,1.5,283,
1B,hi,BC,AB_BA,1.8,1.8,223,
1B,hi,BC,AB_BA,2.1,0.3,188,
1B,hi,BC,AB_BA,2.1,0.6,289,
1B,hi,BC,AB_BA,2.1,0.8999999999999999,332,
1B,hi,BC,AB_BA,2.1,1.2,292,
1B,hi,BC,AB_BA,2.1,1.5,244,
1B,hi,BC,AB_BA,2.1,1.8,211,
1B,hi,BC,AB_BA,2.4,0.3,183,
1B,hi,BC,AB_BA,2.4,0.6,274,
1B,hi,BC,AB_BA,2.4,0.8999999999999999,274,
1B,hi,BC,AB_BA,2.4,1.2,233,
1B,hi,BC,AB_BA,2.4,1.5,209,
1B,hi,BC,AB_BA,2.4,1.8,210,
1B,hi,BC,AB_BA,2.7,0.3,191,
1B,hi,BC,AB_BA,2.7,0.6,253,
1B,hi,BC,AB_BA,2.7,0.8999999999999999,230,
1B,hi,BC,AB_BA,2.7,1.2,206,
1B,hi,BC,AB_BA,2.7,1.5,211,
1B,hi,BC,AB_BA,2.7,1.8,205,
1B,hi,BC,AB_BA,3.0,0.3,216,
1B,hi,BC,AB_BA,3.0,0.6,233,
1B,hi,BC,AB_BA,3.0,0.8999999999999999,199,
1B,hi,BC,AB_BA,3.0,1.2,188,
1B,hi,BC,AB_BA,3.0,1.5,194,
1B,hi,BC,AB_BA,3.0,1.8,192,
1B,hi,BC,AB_BA,1.0,0.3999999999999999,387,
1B,hi,BC,AB_BA,1.0,0.5,388,382.0
1B,hi,BC,AB_BA,1.0,0.6000000000000001,380,
1B,hi,BC,AB_BA,1.0,0.7000000000000001,380,
1B,hi,BC,AB_BA,1.0,0.8,378,
1B,hi,BC,AB_BA,1.1,0.3999999999999999,385,
1B,hi,BC,AB_BA,1.1,0.5,388,
1B,hi,BC,AB_BA,1.1,0.6000000000000001,381,
1B,hi,BC,AB_BA,1.1,0.7000000000000001,379,
1B,hi,BC,AB_BA,1.1,0.8,376,
1B,hi,BC,AB_BA,1.2000000000000002,0.3999999999999999,381,
1B,hi,BC,AB_BA,1.2000000000000002,0.5,384,
1B,hi,BC,AB_BA,1.2000000000000002,0.6000000000000001,384,
1B,hi,BC,AB_BA,1.2000000000000002,0.7000000000000001,379,
1B,hi,BC,AB_BA,1.2000000000000002,0.8,374,
1B,hi,BC,AB_BA,1.3000000000000005,0.3999999999999999,367,
1B,hi,BC,AB_BA,1.3000000000000005,0.5,379,
1B,hi,BC,AB_BA,1.3000000000000005,0.6000000000000001,383,
1B,hi,BC,AB_BA,1.3000000000000005,0.7000000000000001,377,
1B,hi,BC,AB_BA,1.3000000000000005,0.8,374,
1B,hi,BC,AB_BA,1.4000000000000004,0.3999999999999999,346,
1B,hi,BC,AB_BA,1.4000000000000004,0.5,374,
1B,hi,BC,AB_BA,1.4000000000000004,0.6000000000000001,380,
1B,hi,BC,AB_BA,1.4000000000000004,0.7000000000000001,377,
1B,hi,BC,AB_BA,1.4000000000000004,0.8,372,
1B,hi,CA,AB_BA,0.3,0.3,309,
1B,hi,CA,AB_BA,0.3,0.6,278,
1B,hi,CA,AB_BA,0.3,0.8999999999999999,228,
1B,hi,CA,AB_BA,0.3,1.2,40,
1B,hi,CA,AB_BA,0.3,1.5,0,
1B,hi,CA,AB_BA,0.3,1.8,1,
1B,hi,CA,AB_BA,0.6,0.3,327,
1B,hi,CA,AB_BA,0.6,0.6,294,
1B,hi,CA,AB_BA,0.6,0.8999999999999999,254,
1B,hi,CA,AB_BA,0.6,1.2,207,
1B,hi,CA,AB_BA,0.6,1.5,133,
1B,hi,CA,AB_BA,0.6,1.8,9,
1B,hi,CA,AB_BA,0.8999999999999999,0.3,319,
1B,hi,CA,AB_BA,0.8999999999999999,0.6,287,
1B,hi,CA,AB_BA,0.8999999999999999,0.8999999999999999,260,
1B,hi,CA,AB_BA,0.8999999999999999,1.2,242,
1B,hi,CA,AB_BA,0.8999999999999999,1.5,210,
1B,hi,CA,AB_BA,0.8999999999999999,1.8,187,
1B,hi,CA,AB_BA,1.2,0.3,299,
1B,hi,CA,AB_BA,1.2,0.6,280,
1B,hi,CA,AB_BA,1.2,0.8999999999999999,261,
1B,hi,CA,AB_BA,1.2,1.2,237,
1B,hi,CA,AB_BA,1.2,1.5,208,
1B,hi,CA,AB_BA,1.2,1.8,184,
1B,hi,CA,AB_BA,1.5,0.3,264,
1B,hi,CA,AB_BA,1.5,0.6,274,
1B,hi,CA,AB_BA,1.5,0.8999999999999999,258,
1B,hi,CA,AB_BA,1.5,1.2,229,
1B,hi,CA,AB_BA,1.5,1.5,198,
1B,hi,CA,AB_BA,1.5,1.8,170,
1B,hi,CA,AB_BA,1.8,0.3,216,
1B,hi,CA,AB_BA,1.8,0.6,254,
1B,hi,CA,AB_BA,1.8,0.8999999999999999,243,
1B,hi,CA,AB_BA,1.8,1.2,207,
1B,hi,CA,AB_BA,1.8,1.5,186,
1B,hi,CA,AB_BA,1.8,1.8,146,
1B,hi,CA,AB_BA,2.1,0.3,196,
1B,hi,CA,AB_BA,2.1,0.6,239,
1B,hi,CA,AB_BA,2.1,0.8999999999999999,236,
1B,hi,CA,AB_BA,2.1,1.2,194,
1B,hi,CA,AB_BA,2.1,1.5,166,
1B,hi,CA,AB_BA,2.1,1.8,134,
1B,hi,CA,AB_BA,2.4,0.3,185,
1B,hi,CA,AB_BA,2.4,0.6,221,
1B,hi,CA,AB_BA,2.4,0.8999999999999999,227,
1B,hi,CA,AB_BA,2.4,1.2,185,
1B,hi,CA,AB_BA,2.4,1.5,153,
1B,hi,CA,AB_BA,2.4,1.8,123,
1B,hi,CA,AB_BA,2.7,0.3,200,
1B,hi,CA,AB_BA,2.7,0.6,226,
1B,hi,CA,AB_BA,2.7,0.8999999999999999,208,
1B,hi,CA,AB_BA,2.7,1.2,169,
1B,hi,CA,AB_BA,2.7,1.5,143,
1B,hi,CA,AB_BA,2.7,1.8,136,
1B,hi,CA,AB_BA,3.0,0.3,205,
1B,hi,CA,AB_BA,3.0,0.6,216,
1B,hi,CA,AB_BA,3.0,0.8999999999999999,188,
1B,hi,CA,AB_BA,3.0,1.2,161,
1B,hi,CA,AB_BA,3.0,1.5,147,
1B,hi,CA,AB_BA,3.0,1.8,154,
1B,hi,CA,AB_BA,0.3999999999999999,0.0999999999999999,271,
1B,hi,CA,AB_BA,0.3999999999999999,0.1999999999999999,318,
1B,hi,CA,AB_BA,0.3999999999999999,0.3,330,318.0
1B,hi,CA,AB_BA,0.3999999999999999,0.4,320,
1B,hi,CA,AB_BA,0.3999999999999999,0.5,311,
1B,hi,CA,AB_BA,0.5,0.0999999999999999,278,
